,Date_Time,Score,URL,IP,Length,digits,digit_ratio,Hyperlinks,Sus_Words
17322,2023-01-25 13:42:16,4.0,https://btemail.bookmark.com/,2606:4700:3036::ac43:8801,29,0,0.0,2.0,0.0
17326,2023-01-25 13:41:55,1.5,https://7div.ir/VerificaBancaAgricolaPopolareDiRagusa/verifica-otp.html,213.108.242.78,71,1,0.014084507042253521,7.0,0.0
17333,2023-01-25 10:43:05,3.8,http://ww25.lojasrenner.au/?subid1=20221108-1004-3877-81ab-0f2594ad1963,199.59.243.222,71,30,0.4225352112676056,0.0,0.0
17334,2023-01-25 10:42:57,4.2,https://www.google.com/url?q=https://sparka-kundenauswahl.com/F7MM0TMP9T,2607:f8b0:4006:80f::2004,72,3,0.041666666666666664,1.0,0.0
17345,2023-01-25 10:40:29,1.3,http://avatar-miasma.com/,216.245.209.156,25,0,0.0,0.0,0.0
17356,2023-01-25 09:28:28,5.5,http://www.stackwholer.gq/ll/,172.93.120.139,29,0,0.0,6.0,0.0
17433,2023-01-25 09:25:14,4.6,http://www.centuryplus.org.uk/Sharepoint/sharepintv2/shapoint.htm,185.2.6.3,65,1,0.015384615384615385,1.0,0.0
17435,2023-01-25 09:25:11,5.1,http://www.amzano.co.jp.mljbg.com/,104.168.62.67,34,0,0.0,2.0,0.0
17437,2023-01-25 09:25:06,4.3,http://www.acikkgirrsdenisyabanki.shop/,172.67.139.173,39,0,0.0,8.0,0.0
17438,2023-01-25 09:25:04,3.0,http://www.acikdenissyabankm.xyz/,2606:4700:3035::ac43:a03f,33,0,0.0,8.0,0.0
17440,2023-01-25 09:24:59,2.1,http://word-office.org/?ea=zg9taw5py2xabxvycgh5dg93zxiuy29t&session=9f928fac0b932fdce2351d6470d033109f928fac0b932fdce2351d6470d03310,192.119.111.90,132,50,0.3787878787878788,0.0,0.0
17443,2023-01-25 09:24:53,5.4,http://vkphotmg.beget.tech/,91.106.207.103,27,0,0.0,0.0,0.0
17446,2023-01-25 09:24:48,2.5,http://ursa.com.standoutjewelsfor5.com/,69.49.229.176,39,1,0.02564102564102564,0.0,0.0
17452,2023-01-25 09:24:39,2.5,http://therushcompanies.com.standoutjewelsfor5.com/,69.49.229.176,51,1,0.0196078431372549,0.0,0.0
17453,2023-01-25 09:24:38,3.8,http://telstra-sing-in-bigpond-online-telstra.blogfizz.com/,136.243.150.176,59,0,0.0,4.0,0.0
17455,2023-01-25 09:24:34,6.5,https://zhn8-d5zz.accessdomain.com/~adm1ntg/Swiss.CH/ch/chh/clients/username.php,70.32.74.132,80,3,0.0375,9.0,0.0
17459,2023-01-25 09:24:26,6.7,https://xemaybaotin.vn/wp-content/litespeed/ccss/au/f622742/Login.php,103.116.104.238,69,6,0.08695652173913043,15.0,0.0
17460,2023-01-25 09:24:24,6.7,https://xemaybaotin.vn/wp-content/litespeed/ccss/au/e7eb91e/Login.php,103.116.104.238,69,3,0.043478260869565216,15.0,0.0
17461,2023-01-25 09:24:22,6.7,https://xemaybaotin.vn/wp-content/litespeed/ccss/au/dbfc620/Login.php,103.116.104.238,69,3,0.043478260869565216,15.0,0.0
17466,2023-01-25 09:24:13,6.7,https://xemaybaotin.vn/wp-content/litespeed/ccss/au/9b0203a/Login.php,103.116.104.238,69,5,0.07246376811594203,15.0,0.0
17468,2023-01-25 09:24:08,2.8,https://xemaybaotin.vn/wp-content/litespeed/ccss/au/9b0203a,103.116.104.238,59,5,0.0847457627118644,15.0,0.0
17472,2023-01-25 09:23:58,6.2,https://xemaybaotin.vn/wp-content/litespeed/ccss/au/902eda4/Login.php,103.116.104.238,69,4,0.057971014492753624,15.0,0.0
17474,2023-01-25 09:23:54,6.7,https://xemaybaotin.vn/wp-content/litespeed/ccss/au/506f68b/Login.php,103.116.104.238,69,5,0.07246376811594203,15.0,0.0
17477,2023-01-25 09:23:47,6.7,https://xemaybaotin.vn/wp-content/litespeed/ccss/au/2b5a939/Login.php,103.116.104.238,69,5,0.07246376811594203,15.0,0.0
17494,2023-01-25 09:23:02,2.5,http://swbno.org.standoutjewelsfor5.com/,69.49.229.176,40,1,0.025,0.0,0.0
17504,2023-01-25 09:22:26,3.0,http://sumter.k12.fl.us.standoutjewelsfor5.com/,69.49.229.176,47,3,0.06382978723404255,0.0,0.0
17507,2023-01-25 09:22:22,3.7,https://tinyurl.com/3ebc6jsk,172.67.1.225,28,2,0.07142857142857142,1.0,1.0
17515,2023-01-25 09:22:01,6.1,https://steanmconynuiyty.org.ru/app/1551360/ForzaHorizon5,185.149.120.37,57,8,0.14035087719298245,25.0,2.0
17529,2023-01-25 09:21:13,4.5,https://researchedproperties.com.au/www/mgo/personal.html,116.0.23.239,57,0,0.0,0.0,0.0
17531,2023-01-25 09:21:09,5.5,https://researchedproperties.com.au/www/mgo/otp2.html,116.0.23.239,53,1,0.018867924528301886,0.0,0.0
17533,2023-01-25 09:21:03,3.7,https://researchedproperties.com.au/www/mgo/index2.html,116.0.23.239,55,1,0.01818181818181818,0.0,0.0
17534,2023-01-25 09:21:00,5.0,https://projonmowave.com/online/wallet-verification/?pwd=intesa,104.245.201.131,63,0,0.0,24.0,0.0
17536,2023-01-25 09:20:51,4.3,https://pold.builderallwppro.com/wp-content/plugins/r/tracking/fV5EjH/msg.php?id=63033543,65.111.165.109,89,9,0.10112359550561797,1.0,0.0
17538,2023-01-25 09:20:47,1.8,http://sparkling-snow-4c75.isha2.workers.dev/,104.21.35.190,45,4,0.08888888888888889,2.0,0.0
17558,2023-01-25 09:20:00,3.6,https://mycardrewards.in/error.php?id=5796002623,68.178.145.36,48,10,0.20833333333333334,1.0,0.0
17602,2023-01-25 09:18:44,2.1,https://mabe.hr-staff-net.com/,52.212.52.84,30,0,0.0,2.0,0.0
17614,2023-01-25 09:18:21,5.5,https://joaoabreu004.github.io/Netlix_Clone,2606:50c0:8003::153,43,3,0.06976744186046512,2.0,1.0
17617,2023-01-25 09:18:14,1.9,http://sirenonedrive.moyoez.workers.dev/,104.21.66.142,40,0,0.0,2.0,0.0
17623,2023-01-25 09:17:57,5.5,http://sherritt.com.snocomb.com/,69.49.244.31,32,0,0.0,0.0,0.0
17633,2023-01-25 09:17:31,3.7,https://givinginfo.ueh.edu.vn/wordpress/swis.php,203.113.172.41,48,0,0.0,0.0,0.0
17643,2023-01-25 09:17:02,4.2,http://sephorou.com/,193.203.239.66,20,0,0.0,20.0,0.0
17646,2023-01-25 09:16:55,2.4,https://dijitalsubeacikdenizv2022-com.tk/,190.14.39.135,41,4,0.0975609756097561,14.0,0.0
17652,2023-01-25 09:16:32,3.4,https://client-gov.com/,192.3.137.194,23,0,0.0,1.0,0.0
17674,2023-01-25 09:15:41,3.3,https://alondraspa.com.mx/WKQLo/Dashboard/d561935b90845d577fdd629aa854295c,65.99.252.216,74,23,0.3108108108108108,5.0,0.0
17689,2023-01-25 09:14:59,1.9,http://roedelparsons.com.standoutjewelsfor5.com/,69.49.229.176,48,1,0.020833333333333332,0.0,0.0
17691,2023-01-25 09:14:57,6.3,http://prismlabs.in/selon.one/g1cnjo/index/d-/xX2023Xx/c0100e3/Login.php,65.60.35.58,72,10,0.1388888888888889,1.0,0.0
17692,2023-01-25 09:14:56,5.9,http://prismlabs.in/selon.one/g1cnjo/index/d-/xX2023Xx/64ca8ce/,65.60.35.58,63,8,0.12698412698412698,1.0,0.0
17693,2023-01-25 09:14:55,6.3,http://prismlabs.in/selon.one/g1cnjo/index/d-/xX2023Xx/5349034/Login.php,65.60.35.58,72,12,0.16666666666666666,1.0,0.0
17694,2023-01-25 09:14:54,3.0,http://prismlabs.in/selon.one/g1cnjo/index/d-/xX2023Xx/,65.60.35.58,55,5,0.09090909090909091,1.0,0.0
17698,2023-01-25 09:14:49,1.9,http://perlectric.com.standoutjewelsfor5.com/,69.49.229.176,45,1,0.022222222222222223,0.0,0.0
17701,2023-01-25 09:14:45,1.9,http://pbanet.com.standoutjewelsfor5.com/,69.49.229.176,41,1,0.024390243902439025,0.0,0.0
17703,2023-01-25 09:14:36,1.9,http://opm.gov.standoutjewelsfor5.com/,69.49.229.176,38,1,0.02631578947368421,0.0,0.0
17707,2023-01-25 09:14:22,2.1,http://newenglandlab.com.standoutjewelsfor5.com/,69.49.229.176,48,1,0.020833333333333332,0.0,0.0
17709,2023-01-25 09:14:05,4.9,http://mybtmailx.blogspot.ie/,142.250.176.193,29,0,0.0,25.0,0.0
17710,2023-01-25 09:14:04,4.4,http://msa365.com.therobinhuntteam.com/,69.49.244.31,39,3,0.07692307692307693,0.0,0.0
17720,2023-01-25 09:13:51,2.1,http://login.o365usm.cl/?rid=fv7X4g8,2606:4700:3034::6815:4341,36,6,0.16666666666666666,2.0,0.0
17723,2023-01-25 09:13:34,1.9,http://kub.org.standoutjewelsfor5.com/,69.49.229.176,38,1,0.02631578947368421,0.0,0.0
17724,2023-01-25 09:13:33,2.1,http://jbcoxwell.com.standoutjewelsfor5.com/,69.49.229.176,44,1,0.022727272727272728,0.0,0.0
17726,2023-01-25 09:13:32,2.5,http://intesanpaolo.endiabladazclub.com/,107.180.89.163,40,0,0.0,1.0,0.0
17727,2023-01-25 09:13:31,3.9,http://indigobuilders.com/wp-admin/fav/de/info.html,66.175.58.9,51,0,0.0,1.0,0.0
17728,2023-01-25 09:13:30,1.9,http://hutchinson.com.standoutjewelsfor5.com/,69.49.229.176,45,1,0.022222222222222223,0.0,0.0
17735,2023-01-25 09:13:18,1.9,http://garney.com.standoutjewelsfor5.com/,69.49.229.176,41,1,0.024390243902439025,0.0,0.0
17736,2023-01-25 09:13:17,1.5,http://fotoshop-product.com/,20.66.41.139,28,0,0.0,0.0,0.0
17739,2023-01-25 09:13:14,2.3,http://facebooksecuritys.blogspot.sk/,142.250.176.193,37,0,0.0,5.0,0.0
17741,2023-01-25 09:13:11,1.9,http://envirotrac.com.standoutjewelsfor5.com/,69.49.229.176,45,1,0.022222222222222223,0.0,0.0
17752,2023-01-25 09:12:49,2.0,http://chronicpaindoctor.net/category/en-espanol/trasfondo,35.209.31.219,58,0,0.0,25.0,0.0
17759,2023-01-25 09:12:33,1.4,http://blackwood-dc.com.standoutjewelsfor5.com/,69.49.229.176,47,1,0.02127659574468085,0.0,0.0
17765,2023-01-25 09:12:20,6.0,http://bafybeien456v5esjqbgkxvvtnqofxx3aqlwzfb22l3v5ojmlddgxhnqaka.ipfs.w3s.link/,104.18.23.52,81,10,0.12345679012345678,0.0,0.0
17768,2023-01-25 09:12:07,1.9,http://asst.com.standoutjewelsfor5.com/,69.49.229.176,39,1,0.02564102564102564,0.0,0.0
17771,2023-01-25 09:12:03,1.9,http://arkelconstructors.com.standoutjewelsfor5.com/,69.49.229.176,52,1,0.019230769230769232,0.0,0.0
17772,2023-01-25 09:12:02,3.5,http://argenper.cgmservicios.com/das.php,162.214.145.222,40,0,0.0,1.0,0.0
17775,2023-01-25 09:11:57,1.5,http://allianzbankfa.it.standoutjewelsfor5.com/,69.49.229.176,47,1,0.02127659574468085,0.0,0.0
17777,2023-01-25 09:11:55,1.5,http://acquisc0nsultlng.com.hydrogrokit.com/,69.49.244.31,44,1,0.022727272727272728,0.0,0.0
17778,2023-01-25 09:11:53,2.1,http://acompanhe-seujaneiro.com/luiza/home.php?userid=13&uri=i0/9+kvyuc5h0edgpwx5nhghyjv/2qe/trceiu2fhf0=,172.67.176.192,105,10,0.09523809523809523,2.0,0.0
17781,2023-01-25 09:11:44,6.6,http://43.134.167.94/ServiceLogin?passive=1209600&continue=https://accounts.google.com/?&xrealip=107.178.238.60&followup=https://accounts.google.com/?&xrealip=107.178.238.60,43.134.167.94,173,39,0.2254335260115607,3.0,0.0
17789,2023-01-25 09:11:19,5.0,http://18.136.136.24:84/das.php,18.136.136.24,31,12,0.3870967741935484,0.0,0.0
17790,2023-01-25 09:11:17,4.5,http://150.242.181.150/das.php,150.242.181.150,30,12,0.4,0.0,0.0
17795,2023-01-25 07:41:51,4.0,https://www.jiope.in/,51.210.113.194,21,0,0.0,23.0,1.0
17802,2023-01-25 07:40:26,4.0,https://congruentinc.com/sella/,69.195.111.236,31,0,0.0,0.0,0.0
17803,2023-01-25 07:40:24,2.4,https://congruentinc.com/managehosting/,69.195.111.236,39,0,0.0,0.0,0.0
17808,2023-01-25 07:39:53,3.0,http://itvopen.net,198.245.63.154,18,0,0.0,6.0,0.0
17821,2023-01-25 06:07:27,2.0,https://bit.ly/AccessoBancaBper,67.199.248.11,31,0,0.0,2.0,0.0
17830,2023-01-25 04:41:08,2.0,http://mizraelo.cloudaccess.host/index.html,104.37.84.71,43,0,0.0,2.0,0.0
17834,2023-01-25 04:40:57,1.0,http://hindustannews18.com,65.254.248.134,26,2,0.07692307692307693,24.0,0.0
17899,2023-01-24 22:49:38,6.4,https://updatelogin5666.boxmode.io/,2605:f480:997::208,35,4,0.11428571428571428,6.0,0.0
17921,2023-01-24 22:48:47,5.4,https://s.id/1wZ6m,45.126.58.78,18,2,0.1111111111111111,0.0,0.0
17951,2023-01-24 22:47:36,5.9,https://promouleht.web.app/,2620:0:890::100,27,0,0.0,1.0,0.0
17952,2023-01-24 22:47:35,6.1,https://promouleht.firebaseapp.com/,199.36.158.100,35,0,0.0,1.0,0.0
17987,2023-01-24 22:46:17,3.7,https://letter-scg.web.app/,2620:0:890::100,27,0,0.0,2.0,0.0
17991,2023-01-24 22:46:13,6.4,https://joeroundxx006.firebaseapp.com/,2620:0:890::100,38,3,0.07894736842105263,0.0,0.0
17992,2023-01-24 22:46:12,5.9,https://joeroundxx004.firebaseapp.com/,199.36.158.100,38,3,0.07894736842105263,0.0,0.0
17993,2023-01-24 22:46:11,6.4,https://joeroundxx003.firebaseapp.com/,2620:0:890::100,38,3,0.07894736842105263,0.0,0.0
17994,2023-01-24 22:46:10,5.9,https://joeroundxx002.firebaseapp.com/,199.36.158.100,38,3,0.07894736842105263,0.0,0.0
17995,2023-01-24 22:46:09,5.9,https://joeroundxx001.firebaseapp.com/,2620:0:890::100,38,3,0.07894736842105263,0.0,0.0
18023,2023-01-24 22:45:15,1.8,https://fnd-inc.com/wp-includes/certificates/centor-idimoas-UNH-400x39.htm,110.40.185.139,74,5,0.06756756756756757,0.0,0.0
18117,2023-01-24 22:42:19,5.8,http://cw33062.tw1.ru/login/,176.57.210.144,28,6,0.21428571428571427,25.0,0.0
18118,2023-01-24 22:42:17,6.3,http://cr60160.tw1.ru/httpdocs/login/ologin.php,2a03:6f00:1::b039:d290,47,6,0.1276595744680851,25.0,0.0
18125,2023-01-24 21:28:21,5.1,http://xfincom.com/doc.html,162.210.98.180,27,0,0.0,0.0,0.0
18129,2023-01-24 21:28:09,7.6,http://www.sgitt-sarl.com/wp-content/themes/twentytwentyone/29t/cgn-in/login.php,209.140.22.122,80,2,0.025,1.0,0.0
18132,2023-01-24 21:28:01,6.3,http://www.modelsint.co.za/jfcygvh/cghj/it/,169.239.181.22,43,0,0.0,0.0,0.0
18141,2023-01-24 21:27:39,4.2,http://www.auptitdej.be/wp-content/review/eddsmoke/,2001:41d0:1:1b00:213:186:33:4,51,0,0.0,4.0,0.0
18150,2023-01-24 21:26:36,2.0,http://westsidepoolsandspa.com/,205.144.171.210,31,0,0.0,20.0,0.0
18153,2023-01-24 21:26:30,3.9,http://u1915050.cp.regruhosting.ru/,2a00:f940:2:2:1:4:0:103,35,7,0.2,17.0,0.0
18154,2023-01-24 21:26:28,3.3,http://u1914735.cp.regruhosting.ru/sucarsal/,2a00:f940:2:2:1:4:0:115,44,7,0.1590909090909091,17.0,0.0
18155,2023-01-24 21:26:24,3.9,http://u1914735.cp.regruhosting.ru/,31.31.198.151,35,7,0.2,17.0,0.0
18166,2023-01-24 21:25:58,5.0,https://www.onlineservicetech.website/landingpages/dd263864-38a2-466a-be2f-4e5ec6c5e042/xkhuskbgsu8qgpzswfbywbrj5zhydaxf-omd89ths,13.225.63.15,129,24,0.18604651162790697,4.0,0.0
18167,2023-01-24 21:25:56,5.5,https://www.onlineservicetec.com/landingpages/6641da38-5372-40e8-a9f2-f87c7b3b69de/rzx4nb3tdkrbqizgg6gjljbf-t_-fonakqgc6eajee,99.84.37.82,125,25,0.2,25.0,0.0
18168,2023-01-24 21:25:54,7.0,https://www.icloud.com.gr/AiP/2/tzH,149.102.138.112,35,1,0.02857142857142857,0.0,0.0
18186,2023-01-24 21:25:07,5.3,https://web2023.z13.web.core.windows.net/,52.239.221.200,41,6,0.14634146341463414,0.0,1.0
18188,2023-01-24 21:25:04,6.3,http://svplotnikov.ru/wapperen/chf/ar/,81.177.139.211,38,0,0.0,25.0,0.0
18195,2023-01-24 21:24:30,3.3,https://trustwallut.com/,206.238.123.47,24,0,0.0,0.0,0.0
18196,2023-01-24 21:24:27,5.3,https://townhallpro.myportfolio.com/,151.101.0.119,36,0,0.0,0.0,0.0
18197,2023-01-24 21:24:26,3.0,http://store.creativeeventsbd.com/,103.169.160.66,34,0,0.0,0.0,0.0
18200,2023-01-24 21:24:13,5.5,https://sushiivaap.mom/,162.213.255.60,23,0,0.0,1.0,0.0
18251,2023-01-24 21:22:29,5.4,https://sites.google.com/view/atttyahoo/home,142.251.41.14,44,0,0.0,3.0,0.0
18271,2023-01-24 21:21:39,4.5,https://relem.io/,198.154.99.18,17,0,0.0,9.0,12.0
18285,2023-01-24 21:21:15,6.0,https://objectstorage.eu-frankfurt-1.oraclecloud.com/n/alnabil/b/bucket-20221102-1311/o/index.html,134.70.40.1,98,13,0.1326530612244898,6.0,0.0
18289,2023-01-24 21:21:09,5.7,https://netflix-showcase.vercel.app/,76.76.21.61,36,0,0.0,0.0,0.0
18314,2023-01-24 21:20:06,4.3,https://ldp.page/login-support-fb,18.138.206.213,33,0,0.0,1.0,0.0
18320,2023-01-24 21:19:54,1.8,http://sklad.dae.kg/das.php,207.154.232.37,27,0,0.0,0.0,0.0
18327,2023-01-24 21:19:41,4.3,https://jamestandctankrental-dot-azure-projectfiles.uk.r.appspot.com/,2607:f8b0:4006:80e::2014,69,0,0.0,0.0,0.0
18334,2023-01-24 21:19:27,5.7,https://harperswritingsolutions.glasslinksolutions.com/162.240.214.145/gov/my.gov.au/index2.html,162.240.214.145,96,13,0.13541666666666666,12.0,1.0
18350,2023-01-24 21:19:03,6.0,https://efelarome.com/ES/LESS9382JS/ESATEESF433BVSEDKA/3428433/,31.31.196.78,63,14,0.2222222222222222,1.0,0.0
18352,2023-01-24 21:19:00,4.9,https://eduplus.sch.ng/decline/payment/3.html,192.3.137.194,45,1,0.022222222222222223,8.0,2.0
18359,2023-01-24 21:18:50,2.2,https://cutt.us/ma1ni,69.61.26.121,21,1,0.047619047619047616,2.0,0.0
18383,2023-01-24 21:18:13,2.7,https://calcariobrissolo.com.br/wlp/well-fargo-id-cc-emdouble/wauth-login-present-origin-cob/,177.85.164.18,93,0,0.0,25.0,0.0
18385,2023-01-24 21:17:56,5.5,https://brandee6f94.myportfolio.com/,151.101.64.119,36,3,0.08333333333333333,0.0,0.0
18390,2023-01-24 21:17:50,4.6,https://beltshelf.myportfolio.com/,151.101.128.119,34,0,0.0,0.0,0.0
18392,2023-01-24 21:17:46,5.4,https://bafybeicnroxwfa37br4ngp7ujuhbdfvcx2gdsmmfqmljjnwdv7sir6wiky.ipfs.cf-ipfs.com/,2606:4700::6811:600d,85,7,0.08235294117647059,1.0,0.0
18418,2023-01-24 21:17:07,4.1,https://ashotpaintings.com/,116.0.23.212,27,0,0.0,0.0,0.0
18425,2023-01-24 21:16:53,3.5,https://apple-esign-support-online.com/?ID-J2M1-O4N1-C0A1-F4N1=,190.14.39.202,63,8,0.12698412698412698,1.0,0.0
18426,2023-01-24 21:16:51,6.7,https://antille-guyane.github.io/bnpparibas.net/,2606:50c0:8000::153,48,0,0.0,6.0,0.0
18470,2023-01-24 21:15:10,3.3,http://lookingbeautifulall-ways.com/wp-content/plugins/download-plugin/yitghc/deactivation/cmd-login=3c457d4b78edb5820cfb1c0576b5279a/?reff=ndgymmexyjgzm2m4ntm2zdnjytk0zgjkytayyti0yzy=,162.241.152.221,184,25,0.1358695652173913,1.0,0.0
18471,2023-01-24 21:15:06,2.5,http://letter-scg.web.app/,199.36.158.100,26,0,0.0,2.0,0.0
18476,2023-01-24 21:14:55,4.2,"http://jbpco.com.snocomb.com/?2F/1/24/202312:34%20AMTuesday,%20January%2024,%20202312:34:12%20AMjbpco.com2F",69.49.244.31,107,35,0.32710280373831774,0.0,0.0
18482,2023-01-24 21:14:43,3.9,http://hotmaloulookms.c1.biz/,185.176.43.106,29,1,0.034482758620689655,0.0,0.0
18489,2023-01-24 21:14:30,3.4,http://emdad.ae.snocomb.com/,69.49.244.31,28,0,0.0,0.0,0.0
18490,2023-01-24 21:14:29,4.7,"http://eileaniarmain.co.uk.snocomb.com/?2F/1/24/202312:25%20AMTuesday,%20January%2024,%20202312:25:52%20AMeileaniarmain.co.uk2F/",69.49.244.31,128,35,0.2734375,0.0,0.0
18491,2023-01-24 21:14:28,5.9,"http://ecm.coop.snocomb.com/?2F/1/24/202312:25%20AMTuesday,%20January%2024,%20202312:25:17%20AMecm.coop2F/",69.49.244.31,106,35,0.330188679245283,0.0,0.0
18492,2023-01-24 21:14:27,2.3,"http://digitaltool-die.com.snocomb.com/?2F/1/24/202312:23%20AMTuesday,%20January%2024,%20202312:23:32%20AMdigitaltool-die.com2F/",69.49.244.31,128,35,0.2734375,0.0,0.0
18493,2023-01-24 21:14:26,2.2,"http://ddscusa.com.snocomb.com/?2F/1/24/202312:22%20AMTuesday,%20January%2024,%20202312:22:48%20AMddscusa.com2F/",69.49.244.31,112,35,0.3125,0.0,0.0
18494,2023-01-24 21:14:24,4.9,http://dchmsc.com.hk.snocomb.com/,69.49.244.31,33,0,0.0,0.0,0.0
18495,2023-01-24 21:14:23,5.4,"http://dbmserviceslp.com.snocomb.com/?2F/1/24/202312:22%20AMTuesday,%20January%2024,%20202312:22:44%20AMdbmserviceslp.com2F/",69.49.244.31,124,35,0.28225806451612906,0.0,0.0
18499,2023-01-24 21:14:17,4.9,http://dallastrailer.com.snocomb.com/,69.49.244.31,37,0,0.0,0.0,0.0
18502,2023-01-24 21:14:13,4.9,http://coughlincars.com.snocomb.com/,69.49.244.31,36,0,0.0,0.0,0.0
18503,2023-01-24 21:14:12,5.4,http://connorpainting.com.snocomb.com/,69.49.244.31,38,0,0.0,0.0,0.0
18507,2023-01-24 21:14:04,2.8,http://ck20014.tw1.ru/navsyer.htm,2a03:6f00:1::b039:d290,33,6,0.18181818181818182,25.0,0.0
18510,2023-01-24 21:13:57,2.8,http://cg97050.tw1.ru/DDDFF/orange/index.php?pwd=Elouafi&cheking=pass&,176.57.210.144,70,6,0.08571428571428572,25.0,0.0
18514,2023-01-24 21:13:44,5.0,http://bafybeiftd5mjeub662xfiea4xak7yyjr5jdjvgrtb7g3rt5xd3odu6zfre.ipfs.cf-ipfs.com/,2606:4700::6811:400e,84,12,0.14285714285714285,1.0,0.0
18516,2023-01-24 21:13:41,4.0,http://bafybeics3wuec7ck7lj65hooow276s2plmetqhh5adfdx5dilqjl6gebdq.ipfs.cf-ipfs.com/,2606:4700::6811:400e,84,12,0.14285714285714285,1.0,0.0
18530,2023-01-24 21:13:09,1.9,http://angelbrothers.com.standoutjewelsfor5.com/,69.49.229.176,48,1,0.020833333333333332,0.0,0.0
18539,2023-01-24 21:12:54,5.0,http://50.63.161.114/das.php,50.63.161.114,28,10,0.35714285714285715,0.0,0.0
18543,2023-01-24 21:12:44,5.0,http://212.193.58.3/das.php,212.193.58.3,27,9,0.3333333333333333,0.0,0.0
18552,2023-01-24 19:43:47,3.5,https://www.linkedin.com/slink?code=e8cQjKqf,13.107.42.14,44,1,0.022727272727272728,25.0,0.0
18560,2023-01-24 19:42:51,2.4,https://o4sk2x.webwave.dev/,185.30.124.158,27,2,0.07407407407407407,0.0,0.0
18571,2023-01-24 19:42:06,2.0,https://ecxt99.webwave.dev/,185.30.124.158,27,2,0.07407407407407407,0.0,0.0
18611,2023-01-24 16:48:18,1.7,https://t.co/UrqJXr6Qls,104.244.42.133,23,1,0.043478260869565216,6.0,0.0
18613,2023-01-24 16:47:38,1.2,https://qrco.de/03bdehLn714,18.164.116.129,27,5,0.18518518518518517,6.0,0.0
18622,2023-01-24 16:46:37,6.6,https://cooperativaelsol.com.ar/webmailbeta.aruba.it/webmailssl.it/login.php,209.133.198.50,76,0,0.0,0.0,0.0
18623,2023-01-24 16:46:35,6.5,https://cooperativaelsol.com.ar/webmailbeta.aruba.it/webmailssl.it/em.php,209.133.198.50,73,0,0.0,0.0,0.0
18624,2023-01-24 16:46:34,6.5,https://cooperativaelsol.com.ar/webmailbeta.aruba.it/webmailssl.it/em2.php,209.133.198.50,74,1,0.013513513513513514,0.0,0.0
18625,2023-01-24 16:46:32,6.5,https://cooperativaelsol.com.ar/webmailbeta.aruba.it/aruba.admin/login.php,209.133.198.50,74,0,0.0,0.0,0.0
18646,2023-01-24 15:17:27,1.9,http://spmldof.hyperphp.com/?i=1,185.27.134.55,32,1,0.03125,0.0,0.0
18647,2023-01-24 15:17:26,5.1,http://spmldof.hyperphp.com/,185.27.134.55,28,0,0.0,0.0,0.0
18652,2023-01-24 15:17:03,5.6,http://sldmlf.hyperphp.com/,185.27.134.102,27,0,0.0,0.0,0.0
18668,2023-01-24 15:16:08,5.2,http://ffvbhhf854.hyperphp.com/,185.27.134.130,31,3,0.0967741935483871,0.0,0.0
18669,2023-01-24 15:16:06,5.2,http://ea245se.hyperphp.com/,185.27.134.60,28,3,0.10714285714285714,0.0,0.0
18671,2023-01-24 15:16:04,3.7,http://cp92718.tw1.ru/,176.57.210.144,22,6,0.2727272727272727,25.0,0.0
18672,2023-01-24 15:16:03,1.5,http://cg97050.tw1.ru/DDDFF/orange/index.php?pwd=Elouafi&cheking=pass&id=61071860&access=,2a03:6f00:1::b039:d290,89,14,0.15730337078651685,25.0,0.0
18673,2023-01-24 15:16:01,2.1,http://cg97050.tw1.ru/DDDFF/orange/index.php?pwd=Elouafi&cheking=pass&id=14196157&access=,176.57.210.144,89,14,0.15730337078651685,25.0,0.0
18674,2023-01-24 15:15:59,1.8,http://cg97050.tw1.ru/DDDFF,2a03:6f00:1::b039:d290,27,6,0.2222222222222222,25.0,0.0
18676,2023-01-24 15:15:49,5.0,http://9691564644650.hyperphp.com/,185.27.134.177,34,13,0.38235294117647056,0.0,0.0
18677,2023-01-24 15:15:48,4.0,http://96464601641416.hyperphp.com/?i=1,185.27.134.134,39,15,0.38461538461538464,0.0,0.0
18678,2023-01-24 15:15:46,5.0,http://96464601641416.hyperphp.com/,185.27.134.134,35,14,0.4,0.0,0.0
18679,2023-01-24 15:15:44,5.0,http://96446141154.hyperphp.com/,185.27.134.33,32,11,0.34375,0.0,0.0
18687,2023-01-24 13:47:38,4.8,https://swadeshikhareed.in/login/des/index.php,79.137.64.63,46,0,0.0,25.0,1.0
18691,2023-01-24 13:47:18,5.1,https://sites.google.com/view/btfilesystem/home,2607:f8b0:4006:817::200e,47,0,0.0,3.0,0.0
18702,2023-01-24 13:46:16,3.0,https://ky.gatebim.com/service/home.php?0ec8WLMPah9Gj3vxn3aX6jN9PQSooDJ7d7ri2fhT2TAa0j8TALz1GgUxRT0jkP635I6WmCLX0679Qyv8bd9mxTOBqm828EvVENN5XGD9aHaIpWSxmU9n6uhab8q0eMcJTwcMJpVWF3hbWbCkA8qr2eSukzqpQzFgRkTQS0WqdMFUhwGtnj5KNdzbUYVyBkxEtnNA8Zzo,47.92.192.196,240,40,0.16666666666666666,0.0,0.0
18713,2023-01-24 13:45:20,4.1,https://acesso-simpleficado-cliente.com/luiza/?userID=13&uri=mijCf+vDY/JLbWrAamw/PePguTjEo/609lb55oZqcuw=,104.21.84.95,105,7,0.06666666666666667,2.0,0.0
