,Date_Time,Score,URL,IP,Length,digits,digit_ratio,Hyperlinks
909,2023-02-10 16:56:56,2.5,https://espaces-paiements-amendes.fr/,185.246.220.199,37,0,0.0,0.0
912,2023-02-10 16:56:40,5.9,http://sdpmlf.hyperphp.com/,185.27.134.107,27,0,0.0,0.0
922,2023-02-10 16:55:51,3.6,https://avetkw.io/,149.28.159.58,18,0,0.0,5.0
927,2023-02-10 16:55:38,2.2,https://ameli-formulaire-renouvellement.fr/,31.187.76.89,43,0,0.0,0.0
930,2023-02-10 16:55:24,3.6,http://looksrare.exammax.co/,185.105.110.4,28,0,0.0,6.0
933,2023-02-10 16:55:12,4.5,http://hilippsz.hyperphp.com/?i=1,185.27.134.209,33,1,0.030303030303030304,0.0
934,2023-02-10 16:55:08,5.5,http://ddd3e3333.hyperphp.com/,185.27.134.178,30,5,0.16666666666666666,0.0
940,2023-02-10 15:35:42,3.0,http://www.faturamagazineluiza.lovestoblog.com/?i=3,199.59.243.222,51,1,0.0196078431372549,0.0
941,2023-02-10 15:34:49,2.6,http://texpetrel.com/iWPUnX,107.180.40.27,27,0,0.0,1.0
944,2023-02-10 15:34:19,5.2,https://vin5588.com/,2606:4700:3034::ac43:aff0,20,4,0.2,15.0
952,2023-02-10 15:33:48,4.2,https://sparkasse-aktivierung.com/Anmelden/,195.30.84.179,43,0,0.0,18.0
953,2023-02-10 15:33:46,2.5,https://sparkasse-aktivierung.com/,195.30.84.179,34,0,0.0,18.0
955,2023-02-10 15:33:39,4.3,https://sites.google.com/view/dicas-gestao-para-empresas,2607:f8b0:4006:80f::200e,56,0,0.0,22.0
956,2023-02-10 15:33:36,6.9,https://sfr-esim-desactivation.com/verification/login.php,109.206.240.222,57,0,0.0,0.0
959,2023-02-10 15:32:59,3.0,https://loginunicozonasseqvralbetas.nts-pe.com/,2a02:4780:27:1034:0:b40:cadc:2,47,0,0.0,0.0
984,2023-02-10 15:30:17,2.5,http://deldossi-assainissement-lpb.fr/,217.70.184.38,38,0,0.0,12.0
986,2023-02-10 15:30:07,2.9,http://activarbnmovill.atsnx.com/ldsss1.html,185.27.134.129,44,1,0.022727272727272728,0.0
987,2023-02-10 15:30:03,3.5,http://activarbnmovill.atsnx.com,185.27.134.129,32,0,0.0,0.0
988,2023-02-10 15:30:00,2.8,http://acessoltaupj30hrs.com,4.227.225.253,28,2,0.07142857142857142,0.0
990,2023-02-10 13:03:31,5.2,http://www.info-sasiosin.trikdef.cn/web/login.jsp,43.243.111.7,49,0,0.0,25.0
993,2023-02-10 13:02:54,2.8,https://vo.la/TrqolQ,52.79.252.229,20,0,0.0,5.0
996,2023-02-10 13:02:27,3.0,https://trackconfirmation.com/9577162e-cdc4-48ee-8e05-f1c1e421d86f,18.208.62.125,66,20,0.30303030303030304,0.0
1000,2023-02-10 13:01:57,3.2,https://sfr-support-desactivation.com/,109.206.240.222,38,0,0.0,0.0
1002,2023-02-10 13:01:50,5.9,https://s.free.fr/c62eewm8,2a01:e0c:1:1599::29,26,3,0.11538461538461539,0.0
1003,2023-02-10 13:01:21,4.3,https://rb.gy/w8qxz7,76.223.2.19,20,2,0.1,0.0
1004,2023-02-10 13:01:15,4.4,https://postalservices.page.link/gnpR,2607:f8b0:4006:80d::2001,37,0,0.0,0.0
1005,2023-02-10 13:01:08,2.6,https://ot.77-91-78-129.cprapid.com/mps1/,77.91.78.129,41,10,0.24390243902439024,20.0
1016,2023-02-10 12:59:40,4.1,https://esim-demande.fr/,185.254.37.110,24,0,0.0,0.0
1019,2023-02-10 12:59:28,4.5,https://dpd.builderallwppro.com/login/dpdch/,65.111.169.28,44,0,0.0,5.0
1020,2023-02-10 12:59:25,4.5,https://docs.google.com/presentation/d/e/2PACX-1vSYrYysPYOT6OGcui2eAer-IuIGLGKjmiPFmG8goJ9o4bewe0IH1T2LaZbYyfbUNmCL1-Ih9Kc-MebA/pub?start=false&loop=false&delayms=3000&slide=id.p,142.251.40.110,178,16,0.0898876404494382,0.0
1023,2023-02-10 12:59:17,1.9,https://dickschat-lorenz.de/loginwebmailionos.html,2a01:238:20a:202:1077::,50,0,0.0,2.0
1049,2023-02-10 10:20:39,4.5,http://www.riftabank.ga/off/,172.93.120.139,28,0,0.0,0.0
1053,2023-02-10 10:20:28,5.6,http://www.postenligne.com/,50.63.179.129,27,0,0.0,0.0
1058,2023-02-10 10:20:02,3.5,http://www.nutricentar.hr/wp-content/uploads/2023/01/update.php,185.103.217.53,63,6,0.09523809523809523,24.0
1059,2023-02-10 10:19:48,6.9,http://www.ndnmag.fr/en/b9b280432a477112f067ec8b59d4b899/execution.html,46.182.4.120,71,23,0.323943661971831,0.0
1060,2023-02-10 10:19:45,6.9,http://www.ndnmag.fr/en/74590762133178e22418503d2349fb69/execution.html,46.182.4.120,71,28,0.39436619718309857,0.0
1061,2023-02-10 10:19:42,6.4,http://www.ndnmag.fr/en/42178b50ba365fdd1c9efc21ebaa36d7/execution.html,46.182.4.120,71,17,0.23943661971830985,0.0
1062,2023-02-10 10:19:40,6.4,http://www.ndnmag.fr/en/21e4c02ba6d802eed2c347825427d518/execution.html,46.182.4.120,71,22,0.30985915492957744,0.0
1064,2023-02-10 10:19:37,5.6,http://www.mitid-approve.20-203-169-150.cprapid.com/nords/login.php,20.203.169.150,67,11,0.16417910447761194,0.0
1067,2023-02-10 10:19:30,1.7,http://www.karohappi.com/wp-content/doc.html,162.43.120.184,44,0,0.0,0.0
1068,2023-02-10 10:19:28,2.2,http://www.innovationeconomypartners.com/wp-content/template/aaq/,185.160.67.196,65,0,0.0,19.0
1072,2023-02-10 10:19:17,3.5,http://www.alexandriadogwalking.com/ups/usps/,69.49.247.78,45,0,0.0,16.0
1074,2023-02-10 10:19:11,4.5,http://whmfoe.xyz/,216.83.59.2,18,0,0.0,1.0
1075,2023-02-10 10:19:08,5.5,http://whatsiii.com/,8.222.129.104,20,0,0.0,25.0
1076,2023-02-10 10:19:04,4.2,http://wefdn-redfm52124-32513d2f.com/,103.153.3.23,37,11,0.2972972972972973,1.0
1078,2023-02-10 10:18:58,5.9,http://verification0514651451.rf.gd/,185.27.134.226,36,10,0.2777777777777778,0.0
1082,2023-02-10 10:18:07,1.9,http://u1937241.cp.regruhosting.ru/,31.31.198.240,35,7,0.2,1.0
1083,2023-02-10 10:18:04,1.9,http://u1937230.cp.regruhosting.ru/,2a00:f940:2:2:1:4:0:115,35,7,0.2,1.0
1091,2023-02-10 10:17:41,1.9,https://xuniswap.com/,47.254.134.209,21,0,0.0,0.0
1092,2023-02-10 10:17:39,1.9,https://xifhiyz.cn/,155.94.129.146,19,0,0.0,0.0
1097,2023-02-10 10:17:16,1.9,https://www.uniswap-apps.org/,46.3.197.117,29,0,0.0,1.0
1098,2023-02-10 10:17:11,1.9,https://www.skylark-motel.net/personal.html,69.49.247.78,43,0,0.0,0.0
1099,2023-02-10 10:17:09,1.9,https://www.skylark-motel.net/otp.html,69.49.247.78,38,0,0.0,1.0
1100,2023-02-10 10:17:07,1.9,https://www.skylark-motel.net/otp2.html,69.49.247.78,39,1,0.02564102564102564,1.0
1101,2023-02-10 10:17:04,1.9,https://www.skylark-motel.net/index2.html,69.49.247.78,41,1,0.024390243902439025,1.0
1102,2023-02-10 10:17:02,1.9,https://www.skylark-motel.net/,69.49.247.78,30,0,0.0,1.0
1106,2023-02-10 10:16:54,1.9,https://www.officested.com/eur/10338048-193a-4298-abea-3596ae88b05e/08a8b7c3-41fb-4f74-95ff-fbf8f3cfc83c/365afa2c-e977-45f8-a3fe-f1e6582629c9/login?id=VnhCZDZtTWU0ZW9zU3RodnhqS1VKbnlxdU05b3E4OG5aQnUyM0hYb2wvM09zK2lHTDJoVmhWRWJncGoxOHdpVWxVeE1Xeldybkh0bDNlSWl0aEh5Tlg2cjJQY282bUhzQUVEK2JTdUlaT0RtMHlCdk5kS09YaDJnTzkyTlVhaG9uRThMUVluK2I5ZVZLSTFFWUhTbWdBYmtGa1dnSit2MkNxQTNMUEJnTjQ0ai9wMGptZjg0NTRBU3Z2ckkvb2RUNDNQTVg2YnhZU3o2Q1BVOG9JRlB2eWZGeUcwdXdGUE5hN1dvZEN2d2dldnNtY2hxOERTeXd6R0hDQkpBZUpQU0Via3djbm9na1diL3BTbzZZaGVyN3NCYnpCWEVlRXhBaDZzdFdJTkhKNDNBVmZDRnpCcDlWQmcxYWV6RGUwTXZPWlA3ZXBvNkRNL3k5NEt0TVk1OHFZL0NRUGRMT0J6ZWdRcC9vYks3Umx3RnhpNkdzY1RSUlk4eForTXhNek05QU5QZVF0azhZbDJvVzdKT3FLdUU5Zz09,13.107.238.40,695,138,0.1985611510791367,4.0
1112,2023-02-10 10:16:39,1.9,https://www.findmy-ue.live/maps/?imei=3D3D3D354869722614781,62.3.58.130,59,18,0.3050847457627119,4.0
1113,2023-02-10 10:16:36,1.9,https://www.eservicebits.com/landingpages/1a1a1429-85f3-4669-a76f-d820b3b74891/BHockMYEqFLMVISTYIscLpeppvv0CGXUA8uuTqvSTB8,99.84.208.47,122,27,0.22131147540983606,0.0
1115,2023-02-10 10:16:18,1.9,https://www.attemplate.com/gbr/97ca518d-2c23-4dc3-8a31-75185da0f42a/33ba69d9-82d0-4524-960f-ab712b105083/c81a585b-cbbc-4be5-a08d-26afa426a34d/login?id=NE9MVnFaaWJhZFZBejlzVWRabEU2TWkvUVlpRFlYTjg2QzN4a1JaSjlqUDhNaVhGMHgzbXBVTlQzektXRkpNN0s0VXJybEJBYzVEc09RdWtzZVM1eXVTWjdrU1JTUGtNZTNNWGEzdjJxOW9sZ1FzTEtlZ0toVjAxSTdjVVRoVEtKdkdhaEt1SGNtaW1rM1lUSERhbExDUjJFYjFvRmVXQ0prWk53WTRqcDNHVjNLTUpxeWZyczZJSVpwRlRUQ2lZUElWa2kxK0lMS0I0TlJxMGNTcjl0TGFlR20rRWhvZWsrVWhmeU1wYkZxRm95RElPSlpjWnhMbXdrU3M4K3N6NVFwajg5WXR2TkNPQnRVV2RmVFRhbEVyYzdSYklaWXBkT1M4amVtY2hEVlBrVHNtS0RPeWJTaXFjYlM1dlpFYiswQk0zWDkvZW1tMzlwL1ZUaXBPN2pRbWJYLzdCNEdKSVl4bWdGeFk3alBBTDRmQitxb3FHV0k4Ykg1UzFTd25R,2620:1ec:4e:1::40,663,116,0.17496229260935142,4.0
1118,2023-02-10 10:16:08,1.9,https://www.a1tvlive.com/verify/arves/login.php,173.231.203.24,47,1,0.02127659574468085,8.0
1126,2023-02-10 10:15:28,1.9,https://white-b-dfzani2gwg240889.codeanyapp.com/wp-content/themes/twenyz/id73894/app/phone.php,198.199.109.95,94,12,0.1276595744680851,0.0
1127,2023-02-10 10:15:25,1.9,https://white-b-dfzani2gwg240889.codeanyapp.com/wp-content/themes/twenyz/id73894/app/password.php,198.199.109.95,97,12,0.12371134020618557,0.0
1128,2023-02-10 10:15:22,1.9,https://white-b-dfzani2gwg240889.codeanyapp.com/wp-content/themes/twenyz/id73894/app/otp.php,198.199.109.95,92,12,0.13043478260869565,1.0
1129,2023-02-10 10:15:20,1.9,https://white-b-dfzani2gwg240889.codeanyapp.com/wp-content/themes/twenyz/id73894/app/otp2.php,198.199.109.95,93,13,0.13978494623655913,1.0
1134,2023-02-10 10:14:43,1.9,https://uo.ms/81Fc,137.184.181.140,18,2,0.1111111111111111,0.0
1135,2023-02-10 10:14:40,1.9,http://subha603.github.io/netflix.github.io,2606:50c0:8001::153,43,3,0.06976744186046512,0.0
1136,2023-02-10 10:14:38,1.9,https://u1921763.plsk.regruhosting.ru/SPINV2M/,31.31.198.173,46,8,0.17391304347826086,0.0
1138,2023-02-10 10:14:28,1.9,https://thanhlongbayland.vn/wp-content/uploads/2022/10/oboybnl/LiinkedInhardest/900,103.179.191.199,83,9,0.10843373493975904,0.0
1143,2023-02-10 10:14:16,1.9,https://swisscom.her.jp/pdp/page/sms.php,163.44.185.214,40,0,0.0,0.0
1144,2023-02-10 10:14:13,1.9,https://swisscom.her.jp/pdp/page/smserror.php,163.44.185.214,45,0,0.0,0.0
1145,2023-02-10 10:14:10,1.9,https://swisscom.her.jp/pdp/page/cc.php,163.44.185.214,39,0,0.0,0.0
1146,2023-02-10 10:14:06,1.9,https://swispost8.weblike.jp/sp/NV6588123/smstwo.php,118.27.125.222,52,8,0.15384615384615385,2.0
1147,2023-02-10 10:14:03,1.9,https://swispost8.weblike.jp/sp/NV6588123/sms.php,118.27.125.222,49,8,0.16326530612244897,2.0
1148,2023-02-10 10:13:59,1.9,https://swispost8.weblike.jp/sp/NV6588123/sms3.php,118.27.125.222,50,9,0.18,2.0
1149,2023-02-10 10:13:56,1.9,https://swispost7.main.jp/sp/NV6588123/smstwo.php,118.27.125.155,49,8,0.16326530612244897,2.0
1150,2023-02-10 10:13:52,6.5,https://swispost7.main.jp/sp/NV6588123/sms.php,118.27.125.155,46,8,0.17391304347826086,2.0
1151,2023-02-10 10:13:48,6.5,https://swispost7.main.jp/sp/NV6588123/sms3.php,118.27.125.155,47,9,0.19148936170212766,2.0
1154,2023-02-10 10:13:27,6.5,https://sthaarekh.github.io/Facebook.clone/,185.199.111.153,43,0,0.0,6.0
1157,2023-02-10 10:13:20,1.9,https://steamcomunity-tradelink.github.io/,185.199.111.153,42,0,0.0,25.0
1158,2023-02-10 10:13:18,1.9,https://steamcommunltyl.com/trade/new/parther/token/2495928?fbclid=PAAaYGYHb11N4hLJVlw1c3Ie5sCXUyNMatC7LwS6m8jxBfXoYZzliMVhw0i0Y,185.149.120.5,128,18,0.140625,25.0
1165,2023-02-10 10:12:53,4.9,https://simzlls.cn/,155.94.129.146,19,0,0.0,0.0
1169,2023-02-10 10:12:34,6.4,https://sevenpadelclub.gr/.o7r/ma@in0986t!ygde4/login.htm,185.134.112.185,57,6,0.10526315789473684,0.0
1171,2023-02-10 10:12:06,6.9,https://s3.amazonaws.com/appforest_uf/f1676002265005x123976774525087260/security.html?email=3mail@b.c,52.216.214.88,101,33,0.32673267326732675,0.0
1172,2023-02-10 10:12:03,5.8,https://s3.amazonaws.com/appforest_uf/f1675974618448x596179310737757600/4190.html?email=,52.217.130.96,88,36,0.4090909090909091,0.0
1173,2023-02-10 10:12:00,3.6,https://s3.amazonaws.com/appforest_uf/f1675971945462x412757665329583900/authpass.html?email=larry.g.gottesma=%20is%20suspicious,52.216.61.160,127,36,0.28346456692913385,0.0
1174,2023-02-10 10:11:58,6.4,https://s3.amazonaws.com/appforest_uf/f1675949296187x872502220022733000/qind.htm?email=3mail@b.c,52.217.110.102,96,33,0.34375,0.0
1175,2023-02-10 10:11:56,6.4,https://s3.amazonaws.com/appforest_uf/f1675942895935x686562354679390800/ghostpair.html?email=3mail@b.c,54.231.166.72,102,33,0.3235294117647059,0.0
1176,2023-02-10 10:11:52,6.3,https://s3.amazonaws.com/appforest_uf/f1665014521653x262424802970093300/index.html,54.231.196.88,82,32,0.3902439024390244,1.0
1177,2023-02-10 10:11:49,5.4,https://rvrtual-procesdesblq.com/mua/USER/scis/j6UnVHZsitlYrxStPNFUN4TsSjgEJkN7dlDp6FXSjFxO/3D/no-back-button,18.205.212.246,109,5,0.045871559633027525,0.0
1185,2023-02-10 10:11:17,5.0,https://pallavibhakare.github.io/facebook-landing-page,2606:50c0:8002::153,54,0,0.0,1.0
1190,2023-02-10 10:10:51,5.6,https://objectstorage.eu-frankfurt-1.oraclecloud.com/n/hospital57357/b/nucket-20230201-0529/o/feist.html,134.70.40.1,104,18,0.17307692307692307,0.0
1213,2023-02-10 10:06:19,4.7,https://nft-opensia.com/,185.106.93.210,24,0,0.0,3.0
1221,2023-02-10 10:05:52,4.5,https://mmaskauth.com/,45.15.156.144,22,0,0.0,3.0
1223,2023-02-10 10:05:39,3.7,https://lvrtualprocss-desbloq.com/mua/USER/scis/j6UnVHZsitlYrxStPNFUN4TsSjgEJkN7dlDp6FXSjFxO/3D/no-back-button/,34.200.129.170,111,5,0.04504504504504504,0.0
1224,2023-02-10 10:05:37,5.1,https://lojanbrunning.com/,196.245.155.37,26,0,0.0,25.0
1226,2023-02-10 10:05:30,5.4,https://lmo.chelog.top/common/oauth2/v2.0/authorize?client_id=4765445b-32c6-49b0-83e6-1d93765276ca&redirect_uri=https://wwwofc.chelog.top/landingv2&response_type=code%20id_token&scope=openid%20profile%20https://wwwofc.chelog.top/v2/,20.200.212.131,232,36,0.15517241379310345,25.0
1228,2023-02-10 10:05:17,4.9,https://latinofiesta.co/MyGov/personal.html,13.236.78.149,43,0,0.0,0.0
1229,2023-02-10 10:05:13,5.4,https://latinofiesta.co/MyGov/otp.html,13.236.78.149,38,0,0.0,1.0
1230,2023-02-10 10:05:08,5.4,https://latinofiesta.co/MyGov/otp2.html,13.236.78.149,39,1,0.02564102564102564,1.0
1231,2023-02-10 10:05:04,4.9,https://latinofiesta.co/MyGov/index.html,13.236.78.149,40,0,0.0,1.0
1233,2023-02-10 10:04:58,3.4,https://kdci.edu.ph/lbaccess/?2cyhfyKeoYIyznmpADTE,66.45.255.14,50,1,0.02,0.0
1238,2023-02-10 10:04:35,6.1,https://ipfs.io/ipfs/QmXLczUSdc1gjFiw6a4NCdodT2hUjSbYQ4e6PWo4GUh2SJ?filename=1T2YI67O8J5H5G4HY4U6I7O89O75U33H22B2G34H6J788K6JJ4U.html,209.94.90.1,133,36,0.2706766917293233,0.0
1239,2023-02-10 10:04:33,3.1,https://ipfs.io/ipfs/QmbQifgRn8sKdkcBXRHJ9h2vqU9GSusjSpNQ7qQnLRMmXb?filename=000087656789GFDFGHGFDFGHIUYTRTYUIUYTYUIUYTYUIUYTYU0000.html,209.94.90.1,136,21,0.15441176470588236,0.0
1240,2023-02-10 10:04:31,3.1,https://ipfs.io/ipfs/QmayGPjETLazgGHyLggeMdXWnahrsdaumzYShU1ngwsnQF,209.94.90.1,67,1,0.014925373134328358,0.0
1253,2023-02-10 10:03:18,2.1,https://hrmis.margsoft.com/post/clients,150.242.14.129,39,0,0.0,0.0
1257,2023-02-10 10:02:57,4.9,https://geke8i.webwave.dev/lib/geke8i/chez-ldvfyafh.html,185.73.228.142,56,2,0.03571428571428571,1.0
1258,2023-02-10 10:02:42,6.2,https://fleek.ipfs.io/ipfs/bafybeieg6rytg5ajzz66izcgt3nkeuemovezx4ramgrz2wecmygnf2oob4,209.94.90.1,86,9,0.10465116279069768,0.0
1260,2023-02-10 10:02:25,6.3,http://seguridadficoshx.webcindario.com/token.php,5.57.226.202,49,0,0.0,1.0
1261,2023-02-10 10:02:23,6.3,http://seguridadficoshx.webcindario.com/token3.php,5.57.226.202,50,1,0.02,1.0
1262,2023-02-10 10:02:20,6.4,http://seguridadficoshx.webcindario.com/token2.php,5.57.226.202,50,1,0.02,1.0
1263,2023-02-10 10:02:18,5.0,http://seguridadficoshx.webcindario.com/confirm.php?regh=,5.57.226.202,57,0,0.0,1.0
1265,2023-02-10 10:02:13,4.6,https://dynamightblocks.com/pyeny/index.html,198.55.108.109,44,0,0.0,1.0
1270,2023-02-10 10:01:39,3.9,https://cp19.machighway.com/~vaitsolc/bvn/websites/dir/rc%20latest/1b3a7c5d2b7e9a/wv3mo7j8pi0or7pq5zuhr5lx.php?email=redacted@abuse.ionos.com,64.6.254.83,141,18,0.1276595744680851,0.0
1272,2023-02-10 10:01:34,7.3,https://copperindia.org/online-banking/login/reboot/login/login.php,166.62.30.117,67,0,0.0,3.0
1273,2023-02-10 10:01:31,7.2,https://copperindia.org/BDO/sso/login.php,166.62.30.117,41,0,0.0,24.0
1280,2023-02-10 10:00:45,6.0,https://btcomminity79854323.weebly.com/,199.34.228.53,39,8,0.20512820512820512,4.0
1289,2023-02-10 10:00:12,6.0,https://bafybeielp4bzupqhzrtvdmrr6i3vrqta5wgyulmngppxlyr4ieymjcyze4.ipfs.dweb.link/linkedin.html,209.94.90.1,96,6,0.0625,1.0
1297,2023-02-10 09:59:41,3.1,https://asia-prime.com/wp-admin/aqw/index.html,199.192.16.144,46,0,0.0,0.0
1300,2023-02-10 09:59:32,4.6,https://apimadrid.net/ihre/meine/sms2.html,68.66.248.54,42,1,0.023809523809523808,3.0
1301,2023-02-10 09:59:30,4.6,https://apimadrid.net/ihre/meine/sms1.html,68.66.248.54,42,1,0.023809523809523808,3.0
1302,2023-02-10 09:59:27,4.6,https://apimadrid.net/ihre/meine/,68.66.248.54,33,0,0.0,3.0
1303,2023-02-10 09:59:25,1.6,https://apimadrid.net/ihre,68.66.248.54,26,0,0.0,3.0
1304,2023-02-10 09:59:23,5.1,http://sanexen.com.paintechnology.in/?email=3mail@b.c,199.188.200.94,53,1,0.018867924528301886,0.0
1307,2023-02-10 09:59:16,2.0,http://saison-vtrae.com/,157.7.137.102,24,0,0.0,0.0
1324,2023-02-10 09:58:39,1.8,https://02cd4e6.netsolhost.com/never/autolink.php?email=redacted@abuse.ionos.com,206.188.192.41,80,4,0.05,0.0
1325,2023-02-10 09:58:37,1.1,http://rvrtual-procesdesblq.com/,18.205.212.246,32,0,0.0,1.0
1333,2023-02-10 09:58:14,5.0,http://pg.com.paintechnology.in/?email=3mail@b.c,199.188.200.94,48,1,0.020833333333333332,0.0
1338,2023-02-10 09:57:57,1.9,http://new.mapleleafcounselling.co.uk/.wp-cli/my.dhl-com/index.php?email=,5.134.11.87,73,0,0.0,0.0
1361,2023-02-10 09:57:05,1.4,http://login-mail-livee.ryd.wafaicloud.com/,185.206.135.133,43,0,0.0,0.0
1364,2023-02-10 09:56:58,6.0,http://konto-verifizierung-online.serveuser.com/deutschland%20geld%20abheben/tagesgeld%20zinsen/anmeldename%20vergessen/app%20neues%20handy/konto-verifizierung/a1b2c3/ceadaec9436226474c9f3e15a72d57b9/login/,34.154.14.76,206,34,0.1650485436893204,2.0
1366,2023-02-10 09:56:54,2.0,http://kardeslerhaliyikama.com/wp-content/documentation.html,45.10.150.73,60,0,0.0,0.0
1367,2023-02-10 09:56:49,3.4,http://instasfeen.blogspot.gr/,2607:f8b0:4006:80c::2001,30,0,0.0,1.0
1373,2023-02-10 09:56:21,2.8,http://gopuaakash.github.io/facebook,185.199.110.153,36,0,0.0,1.0
1374,2023-02-10 09:56:18,4.3,http://ganesh-m19.github.io/Facebook_Login_Page,2606:50c0:8002::153,47,2,0.0425531914893617,0.0
1378,2023-02-10 09:56:07,4.9,http://fashionnew55111.click/,103.18.6.185,29,5,0.1724137931034483,23.0
1381,2023-02-10 09:55:50,5.1,http://emiratesnbd.com.paintechnology.in/?email=3mail@b.c,199.188.200.94,57,1,0.017543859649122806,0.0
1382,2023-02-10 09:55:47,5.3,http://emilianoquiroz.github.io/Netflix-Clone/,2606:50c0:8001::153,46,0,0.0,2.0
1383,2023-02-10 09:55:45,3.9,http://ehpslsy.cn/,155.94.151.164,18,0,0.0,0.0
1387,2023-02-10 09:55:21,5.5,http://demo3.cloudwp.dev/trial-x4y827z8/prepag/Rec.php,173.231.217.236,54,6,0.1111111111111111,17.0
1388,2023-02-10 09:55:18,3.0,http://dapp-acact.com/en.html,2a02:4780:b:840:0:374a:ab39:1,29,0,0.0,25.0
1389,2023-02-10 09:55:15,3.0,http://dadafa88.com/03/bet,45.194.175.12,26,4,0.15384615384615385,0.0
1391,2023-02-10 09:55:06,5.6,http://crystaljade.com.paintechnology.in/?email=3mail@b.c,199.188.200.94,57,1,0.017543859649122806,0.0
1392,2023-02-10 09:55:02,1.0,http://count.mail.163.commm.vrajitoare.com.ro/jsgsyy,91.216.156.140,52,3,0.057692307692307696,3.0
1394,2023-02-10 09:54:56,2.7,http://chivietnguyen.github.io/Netflix-Landing-Page,185.199.108.153,51,0,0.0,0.0
1396,2023-02-10 09:54:50,3.0,http://buscat.cat/.mix/onlinefreeTonline/onlinefree/kunden/tonline/oauth2/auth12a1.html,134.0.11.115,87,4,0.04597701149425287,5.0
1397,2023-02-10 09:54:47,5.4,http://bnservf8798789.blogspot.com/,142.250.80.65,35,7,0.2,7.0
1398,2023-02-10 09:54:44,3.5,http://bkci.vn/wp-includes/ahih/index.html,115.146.123.204,42,0,0.0,2.0
1399,2023-02-10 09:54:40,6.0,http://bgitopazdowntown.ddireal.vn/wp-content/uploads/wp-file-manager-pro/fm_backup/rbc/questions.php,116.118.50.194,101,0,0.0,7.0
1400,2023-02-10 09:54:36,6.5,http://bgitopazdowntown.ddireal.vn/wp-content/uploads/wp-file-manager-pro/fm_backup/rbc/email.php?cmd=login_submit&id=7b676d25c9231d78e48f8365f00e40f97b676d25c9231d78e48f8365f00e40f9&session=7b676d25c9231d78e48f8365f00e40f97b676d25c9231d78e48f8365f00e40f9,116.118.50.194,255,92,0.3607843137254902,4.0
1401,2023-02-10 09:54:33,6.0,http://bgitopazdowntown.ddireal.vn/wp-content/uploads/wp-file-manager-pro/fm_backup/rbc/emailerror.php?cmd=login_submit&id=072897b4fc8e1442390bbc2693b82a7d072897b4fc8e1442390bbc2693b82a7d&session=072897b4fc8e1442390bbc2693b82a7d072897b4fc8e1442390bbc2693b82a7d,116.118.50.194,260,88,0.3384615384615385,4.0
1402,2023-02-10 09:54:29,1.4,http://bet988h.com/admin/error_log,185.90.62.155,34,3,0.08823529411764706,0.0
1403,2023-02-10 09:54:26,3.4,http://bet988a.com/admin/panel,185.90.62.155,30,3,0.1,0.0
1405,2023-02-10 09:54:18,5.6,http://bakermckenzie.com.paintechnology.in/?email=3mail@b.c,199.188.200.94,59,1,0.01694915254237288,0.0
1406,2023-02-10 09:54:15,1.3,http://bafybeier2qd32c5gwwmow2oshtgaynuk2wsq2yky4eaevmsb3b4f23loaq.ipfs.dweb.link/porerrorc398.html?username=*@*,2602:fea2:2::1,112,15,0.13392857142857142,5.0
1408,2023-02-10 09:54:05,2.0,http://aws-skillbuilder.click/,13.224.214.112,30,0,0.0,8.0
1413,2023-02-10 09:53:37,5.4,http://90.84.189.149/,90.84.189.149,21,10,0.47619047619047616,3.0
1417,2023-02-10 07:54:19,3.2,http://www-1inch.com,62.204.41.30,20,1,0.05,1.0
1419,2023-02-10 07:54:08,3.4,https://www.info-sasiosin.trikdef.cn/web/sign,43.243.111.7,45,0,0.0,25.0
1420,2023-02-10 07:54:02,3.9,https://www.info-sasiosin.trikdef.cn/web/login.jsp,43.243.111.7,50,0,0.0,25.0
1424,2023-02-10 07:53:28,4.0,https://swisscom.her.jp/pdp/page/,163.44.185.214,33,0,0.0,3.0
1425,2023-02-10 07:53:26,5.4,https://swispost8.weblike.jp/sp/NV6588123/,118.27.125.222,42,8,0.19047619047619047,3.0
1431,2023-02-10 07:52:26,5.4,http://seguridadficoshx.webcindario.com/home.php,5.57.226.202,48,0,0.0,1.0
1433,2023-02-10 07:52:23,2.6,https://docs.google.com/presentation/d/e/2PACX-1vT5WqmofK7CmD4lxO4j6MqcUBRSnHluMHUgFSkuIR_9TKLyJMuvLEgiA1CfO5lTnbMMFLKG4_M8zOqf/pub?start=false&loop=false&delayms=3000&slide=id.p,2607:f8b0:4006:81f::200e,178,16,0.0898876404494382,0.0
1435,2023-02-10 07:52:09,5.3,https://coinbose.net/index/coinbase/index.html,206.238.123.51,46,0,0.0,25.0
1436,2023-02-10 07:52:06,4.5,https://coinbose.net/,206.238.123.51,21,0,0.0,25.0
1440,2023-02-10 07:51:45,4.9,https://bit.ly/linkBper24,67.199.248.10,25,2,0.08,2.0
1445,2023-02-10 07:51:24,1.9,http://data.79-137-206-102.cprapid.com/MPS/,79.137.206.102,43,11,0.2558139534883721,20.0
1447,2023-02-10 06:27:09,2.5,https://xn--trzor-csa.net/,190.115.27.166,26,0,0.0,25.0
1448,2023-02-10 06:26:23,4.4,https://secure.8rghj.cloud/post.php,208.109.43.175,35,1,0.02857142857142857,0.0
