,Unnamed: 0,Date_Time,Score,URL,IP,Length,digits,digit_ratio,Hyperlinks,Sus_Words
371,1810,2023-02-07 22:29:41,6.2,https://unitwu-edu.us/validate/09876543456/1234567877tfg,198.187.29.241,56,21,0.375,1.0,0.0
372,1816,2023-02-07 22:29:29,6.9,https://tostudydrycleaning.ru/wp-admin/js/farbtastic_js/jsp/que.php,81.177.135.102,67,0,0.0,0.0,0.0
373,1817,2023-02-07 22:29:27,6.9,https://tostudydrycleaning.ru/wp-admin/js/farbtastic_js/jsp/fulls.php,81.177.135.102,69,0,0.0,0.0,0.0
374,1818,2023-02-07 22:29:24,6.9,https://tostudydrycleaning.ru/wp-admin/js/farbtastic_js/jsp/full.php,81.177.135.102,68,0,0.0,0.0,0.0
375,1819,2023-02-07 22:29:22,3.4,https://tostudydrycleaning.ru/wp-admin/js/farbtastic_js/jsp/,81.177.135.102,60,0,0.0,0.0,0.0
376,1820,2023-02-07 22:29:20,3.6,https://tinyurl.com/mryfzavp,104.20.138.65,28,0,0.0,1.0,1.0
377,1821,2023-02-07 22:29:18,5.6,https://tinyurl.com/3v9m5wbr,104.20.139.65,28,3,0.1071428571428571,1.0,1.0
378,1822,2023-02-07 22:29:16,4.8,https://tiki-trade.ro/@@/GlobalSources/index2.php?email=,185.99.89.78,56,1,0.0178571428571428,0.0,0.0
379,1823,2023-02-07 22:29:14,6.4,https://tiki-trade.ro/@@/GlobalSources/?email=3mail@b.c,185.99.89.78,55,1,0.0181818181818181,0.0,0.0
380,1830,2023-02-07 22:28:58,4.2,https://sylviagindy.com/wp-admin/cn/LiinkedInhardest/900/index.php,122.201.64.145,66,3,0.0454545454545454,0.0,0.0
381,1855,2023-02-07 22:27:49,5.4,https://sinumolmonachan21.github.io/website-public/,2606:50c0:8002::153,51,2,0.0392156862745098,1.0,0.0
382,1856,2023-02-07 22:27:46,3.9,https://shephysiotherapy.com.au/Citrix/,162.241.124.47,39,0,0.0,3.0,0.0
384,1859,2023-02-07 22:27:32,8.0,https://security-manage-activity.com/Login.php,91.215.85.179,46,0,0.0,13.0,0.0
385,1860,2023-02-07 22:27:31,3.2,https://security-manage-activity.com/,91.215.85.179,37,0,0.0,13.0,0.0
386,1866,2023-02-07 22:27:06,7.1,https://ranchomissionviejodentist.com/wp-content/themes/rshMicro365/officeonline/cgi-bin1/,69.49.244.168,90,4,0.0444444444444444,0.0,0.0
387,1867,2023-02-07 22:27:04,3.0,https://ramankumarynr.com/wp-admin/images/png/jpg/images,204.155.145.228,56,0,0.0,0.0,0.0
389,1872,2023-02-07 22:26:53,5.7,https://phphphrackspacecomphphphp.weebly.com/,199.34.228.54,45,0,0.0,1.0,0.0
390,1883,2023-02-07 22:26:26,7.9,https://objectstorage.us-phoenix-1.oraclecloud.com/n/axc6aboeh1v1/b/fhhfhdshjdkz37338/o/microsoftonline.htm,134.70.16.1,107,9,0.0841121495327102,2.0,1.0
391,1884,2023-02-07 22:26:24,7.9,https://objectstorage.us-phoenix-1.oraclecloud.com/n/axc6aboeh1v1/b/89493304fy464834/o/microsoftonline.htm,134.70.8.1,106,18,0.1698113207547169,2.0,1.0
392,1889,2023-02-07 22:26:12,5.4,https://neutrinocms.com/,45.33.28.35,24,0,0.0,25.0,10.0
393,1891,2023-02-07 22:26:09,2.0,https://nchu-onedrive.ppyicu.workers.dev/,2606:4700:3036::6815:58ad,41,0,0.0,2.0,0.0
394,1905,2023-02-07 22:25:33,2.9,http://s.micaseuocl-jp.icu/,64.227.10.105,27,0,0.0,0.0,0.0
395,1906,2023-02-07 22:25:31,5.0,https://mgconstructioncorp.com/,107.180.60.77,31,0,0.0,1.0,0.0
396,1911,2023-02-07 22:25:24,8.5,https://mail.verifyyahoomail.com/login.php?https://login.yahoo.com/?.src=ym&.intl=us&.lang=en-US,217.114.42.141,96,0,0.0,6.0,0.0
397,1912,2023-02-07 22:25:22,1.9,https://mahdban.ir/VerificaIntesaSanPaolo,185.88.152.184,41,0,0.0,1.0,0.0
398,1913,2023-02-07 22:25:20,1.9,https://luizasegundavia.com/,172.67.128.97,28,0,0.0,2.0,0.0
399,1917,2023-02-07 22:25:11,4.1,https://liquida-fevereiro-2023.com/589458/265841i/product.php?sku=3325,20.171.115.9,70,20,0.2857142857142857,20.0,0.0
400,1918,2023-02-07 22:25:05,4.7,https://linktr.ee/attusers,151.101.2.133,26,0,0.0,0.0,0.0
401,1919,2023-02-07 22:25:02,3.3,https://lgsfilslacademos.z13.web.core.windows.net/,20.60.220.33,50,2,0.04,0.0,0.0
402,1921,2023-02-07 22:24:58,3.7,https://ks2v8n.webwave.dev/,185.30.124.158,27,2,0.074074074074074,0.0,0.0
403,1922,2023-02-07 22:24:56,3.5,https://korem072-tniad.mil.id/wp-content/upgrade/mk.php,103.89.124.37,55,3,0.0545454545454545,0.0,0.0
405,1938,2023-02-07 22:22:38,7.7,https://ing-daten.reverent-banach.185-237-15-118.plesk.page/main/login1/delogin/96.9.249.43/login/,185.237.15.118,98,20,0.2040816326530612,0.0,3.0
406,1941,2023-02-07 22:22:31,4.4,https://hyeubduwnxu-secondary.z13.web.core.windows.net/index.html,20.60.168.141,65,2,0.0307692307692307,0.0,0.0
409,1950,2023-02-07 22:22:14,6.8,https://gorvod.ru/bitrix/admin/mobile/upas/,178.208.255.8,43,0,0.0,25.0,0.0
410,1966,2023-02-07 22:21:35,2.7,https://et9g30.webwave.dev/,185.30.124.158,27,3,0.1111111111111111,4.0,0.0
411,1973,2023-02-07 22:21:19,3.7,https://e0vr53.webwave.dev/,185.73.228.142,27,3,0.1111111111111111,0.0,0.0
412,1982,2023-02-07 22:20:57,5.4,https://deboramuro.github.io/proj.facebook/,185.199.109.153,43,0,0.0,2.0,0.0
413,1983,2023-02-07 22:20:54,5.4,https://cxautocontrolefinanbr.blogspot.com/,2607:f8b0:4006:80c::2001,43,0,0.0,17.0,0.0
414,1984,2023-02-07 22:20:50,1.7,https://contravention-reglement.fr/,213.226.123.71,35,0,0.0,0.0,0.0
415,1986,2023-02-07 22:20:42,3.5,https://consultandosem-sairdecasa-fevereiro.com/luiza/?userID=13&uri=A,2606:4700:3030::6815:30e7,70,2,0.0285714285714285,2.0,0.0
416,1989,2023-02-07 22:20:33,6.1,https://citizensbankpaymentverify.authorizeddns.net/citizens%20page/,172.177.121.79,68,2,0.0294117647058823,0.0,1.0
417,2000,2023-02-07 22:19:52,5.2,https://btconnect-459014.webflow.io/,151.101.194.132,36,6,0.1666666666666666,0.0,0.0
418,2002,2023-02-07 22:19:48,4.2,https://bobbydspizza.net/Wavexx,162.241.87.163,31,0,0.0,0.0,0.0
419,2003,2023-02-07 22:19:47,3.2,https://bhce6t.webwave.dev/,185.30.124.158,27,1,0.037037037037037,0.0,0.0
420,2010,2023-02-07 22:19:29,5.9,https://bafybeidpeijyj3nn5ahhoyfsclgxea2qzocipnpoldmzle6uronug47rse.ipfs.w3s.link/,104.18.22.52,82,7,0.0853658536585365,1.0,0.0
421,2011,2023-02-07 22:19:28,3.0,https://bafybeicnacm2cqo2w2c7j7vufldf6pit6cocw7a26yzw74p6roimmy43yu.ipfs.w3s.link/ffax39.shtml?x@x.x+,104.18.22.52,101,18,0.1782178217821782,0.0,0.0
422,2015,2023-02-07 22:19:22,5.5,https://au-one.duckdns.org/,162.241.127.227,27,0,0.0,10.0,0.0
423,2017,2023-02-07 22:19:19,2.5,https://att-user-sign0in-1d-86dca4.netlify.app/,35.231.208.25,47,5,0.1063829787234042,1.0,0.0
424,2021,2023-02-07 22:19:13,3.9,https://attcurrentlyyahoo78.boxmode.io/,2605:f480:997::208,39,2,0.0512820512820512,6.0,0.0
425,2027,2023-02-07 22:19:03,3.3,https://atlas-krasnodar.ru/bitrix/admin/payment/aanygo.html,31.172.67.214,59,0,0.0,0.0,0.0
426,2028,2023-02-07 22:19:00,6.3,https://apple.inc-maps.info/map/4/369,65.108.17.98,37,4,0.1081081081081081,0.0,0.0
427,2029,2023-02-07 22:18:58,4.6,https://apimadrid.net/mi/post/internet/Group/Taiwan/SSLAuthUI.html,68.66.248.54,66,0,0.0,0.0,0.0
428,2031,2023-02-07 22:18:56,7.6,https://ameli-presta-renouvellement.fr/login.php,45.148.119.222,48,0,0.0,0.0,0.0
429,2032,2023-02-07 22:18:54,2.3,https://ameli-presta-renouvellement.fr/,45.148.119.222,39,0,0.0,0.0,0.0
430,2034,2023-02-07 22:18:50,2.7,https://amelie-service.fr/,2.56.247.11,26,0,0.0,0.0,0.0
431,2040,2023-02-07 22:18:36,8.1,https://acmecomp.com.au/cgi/boa2018/BofA/en/,116.0.23.174,44,4,0.0909090909090909,0.0,0.0
432,2057,2023-02-07 22:18:11,3.1,http://rt619c.webwave.dev/,185.73.228.142,26,3,0.1153846153846153,5.0,0.0
433,2062,2023-02-07 22:17:42,5.2,http://premium180.web-hosting.com/~bluevznb/wp-setting.php?url=L2ZyZWVmaXJlc2tpbnYxLz9pPUc2NVcy,162.0.209.168,95,7,0.0736842105263157,0.0,0.0
435,2066,2023-02-07 22:17:21,5.7,http://ngfinder.com.ar/fonts/herdposrt/postbanknew/postbanknew/4mtllngy=/,200.58.111.19,73,1,0.0136986301369863,14.0,0.0
436,2071,2023-02-07 22:17:06,6.3,http://murielzw.beget.tech/,87.236.19.156,27,0,0.0,0.0,0.0
437,2074,2023-02-07 22:16:50,2.5,http://modcraftmc.fr/user/login,185.200.244.56,31,0,0.0,0.0,0.0
438,2101,2023-02-07 22:15:32,3.6,http://instagram.shareproductshop.com/,20.66.41.139,38,0,0.0,0.0,0.0
439,2102,2023-02-07 22:15:31,5.8,http://inspirationalatmospheres.com/webmail-login/index.html,116.0.20.24,60,0,0.0,25.0,0.0
440,2104,2023-02-07 22:15:26,4.2,http://id115-trackups.servehttp.com/,162.241.124.229,36,3,0.0833333333333333,0.0,0.0
441,2105,2023-02-07 22:15:24,7.3,"http://hollyequipment.com.climaterma.cl/?2F/ddavis2/7/20236:50%20PMTuesday,%20February%207,%2020236:50:58%20PMhollyequipment.com2F/?em=3mail@b.c",200.29.86.51,144,32,0.2222222222222222,0.0,0.0
442,2106,2023-02-07 22:15:22,6.9,"http://hensallglobal.com.climaterma.cl/?2F/RJohnson2/7/20236:45%20PMTuesday,%20February%207,%2020236:45:27%20PMhensallglobal.com2F/?em=3mail@b.c",200.29.86.51,144,32,0.2222222222222222,0.0,0.0
443,2124,2023-02-07 22:14:36,5.0,http://destinodesarrollos.com/alk.php,107.180.50.235,37,0,0.0,1.0,0.0
444,2128,2023-02-07 22:14:30,2.3,http://collabland-validate.web.app/,199.36.158.100,35,0,0.0,0.0,0.0
445,2131,2023-02-07 22:14:25,5.3,http://ce-synchro9.web.app/,199.36.158.100,27,1,0.037037037037037,0.0,0.0
446,2132,2023-02-07 22:14:24,6.4,http://ce-synchro9.firebaseapp.com/,2620:0:890::100,35,1,0.0285714285714285,0.0,0.0
447,2133,2023-02-07 22:14:23,6.4,http://ce-synchro7.firebaseapp.com/,199.36.158.100,35,1,0.0285714285714285,0.0,0.0
448,2134,2023-02-07 22:14:22,6.4,http://ce-synchro6.firebaseapp.com/,2620:0:890::100,35,1,0.0285714285714285,0.0,0.0
449,2135,2023-02-07 22:14:20,6.4,http://ce-synchro5.firebaseapp.com/,2620:0:890::100,35,1,0.0285714285714285,0.0,0.0
450,2136,2023-02-07 22:14:19,6.4,http://ce-synchro4.firebaseapp.com/,2620:0:890::100,35,1,0.0285714285714285,0.0,0.0
451,2137,2023-02-07 22:14:18,6.4,http://ce-synchro3.firebaseapp.com/,2620:0:890::100,35,1,0.0285714285714285,0.0,0.0
452,2138,2023-02-07 22:14:17,6.4,http://ce-synchro2.firebaseapp.com/,2620:0:890::100,35,1,0.0285714285714285,0.0,0.0
453,2139,2023-02-07 22:14:15,1.9,http://ce-synchro1.web.app/,199.36.158.100,27,1,0.037037037037037,0.0,0.0
454,2140,2023-02-07 22:14:14,1.9,http://ce-synchro1.firebaseapp.com/,199.36.158.100,35,1,0.0285714285714285,0.0,0.0
455,2141,2023-02-07 22:14:12,1.9,http://ce-synchro11.web.app/,199.36.158.100,28,2,0.0714285714285714,0.0,0.0
456,2142,2023-02-07 22:14:11,1.9,http://ce-synchro11.firebaseapp.com/,2620:0:890::100,36,2,0.0555555555555555,0.0,0.0
457,2143,2023-02-07 22:14:09,1.9,http://ce-synchro010.firebaseapp.com/,2620:0:890::100,37,3,0.081081081081081,0.0,0.0
458,2144,2023-02-07 22:14:07,1.9,http://c1931661.ferozo.com/recallver/PinCor.php,2800:6c0:2::131,47,7,0.1489361702127659,1.0,0.0
459,2145,2023-02-07 22:14:05,1.9,http://c1931661.ferozo.com/recallver/Documento.php,200.58.111.75,50,7,0.14,0.0,0.0
460,2146,2023-02-07 22:14:02,1.9,http://c1931661.ferozo.com/recallver/crdet.php,200.58.111.75,46,7,0.1521739130434782,2.0,0.0
461,2147,2023-02-07 22:13:59,1.9,http://c1931661.ferozo.com/recallver,2800:6c0:2::131,36,7,0.1944444444444444,0.0,0.0
463,2151,2023-02-07 22:13:50,1.9,http://bancaonline0703.webcindario.com/token3.php,5.57.226.202,49,5,0.1020408163265306,1.0,0.0
464,2152,2023-02-07 22:13:48,1.9,http://bancaonline0703.webcindario.com/token2.php,5.57.226.202,49,5,0.1020408163265306,1.0,0.0
465,2153,2023-02-07 22:13:46,1.9,http://bancaonline0703.webcindario.com/confirm.php?regh=,5.57.226.202,56,4,0.0714285714285714,1.0,0.0
467,2156,2023-02-07 22:13:40,1.9,http://bafkreibpnb6be6sku4cp6oxqoqtqrmhnpkqviuux3smkvtmnn46ttbr6wy.ipfs.w3s.link/,2606:4700::6812:1734,81,9,0.1111111111111111,0.0,0.0
468,2157,2023-02-07 22:13:37,1.9,http://avouchsync.com/en,199.33.112.226,24,0,0.0,1.0,0.0
470,2168,2023-02-07 22:13:16,1.9,http://amcgardiennage.com/P2w9ZSZpPTJuOWE1ZDNtOVk3QQ==,213.186.33.2,54,4,0.074074074074074,0.0,0.0
472,2171,2023-02-07 22:13:12,1.9,http://accts-rcvryd3.rf.gd/,185.27.134.55,27,1,0.037037037037037,0.0,0.0
474,2174,2023-02-07 22:13:01,1.9,http://595221.selcdn.ru/share-sharing-point12345/index3.html?email=*,2a00:ab00:610:1::1,68,12,0.1764705882352941,2.0,0.0
475,2175,2023-02-07 22:12:59,1.9,http://52.2.164.140/alk.php,52.2.164.140,27,9,0.3333333333333333,0.0,0.0
476,2176,2023-02-07 22:12:58,1.9,http://47.96.150.225/alk.php,47.96.150.225,28,10,0.3571428571428571,0.0,0.0
477,2177,2023-02-07 22:12:56,1.9,http://41.90.248.102:5000/alk.php,41.90.248.102,33,14,0.4242424242424242,0.0,0.0
478,2178,2023-02-07 22:12:54,1.9,http://38.45.127.68/,38.45.127.68,20,9,0.45,2.0,0.0
479,2182,2023-02-07 22:12:33,1.9,http://181590935779848.my.id/,34.151.221.205,29,15,0.5172413793103449,0.0,0.0
480,2184,2023-02-07 22:12:31,1.9,http://144.24.170.34.bc.googleusercontent.com/mtb888/,34.170.24.144,53,13,0.2452830188679245,0.0,0.0
482,2189,2023-02-07 19:42:56,3.0,https://2j.fr/ntq,109.234.162.102,17,1,0.0588235294117647,3.0,0.0
483,2202,2023-02-07 18:17:00,2.4,https://bit.ly/PortaleClientiBperBanca,67.199.248.10,38,0,0.0,2.0,0.0
486,2222,2023-02-07 15:55:42,3.3,https://viacredi.netsys.mom/,104.21.33.205,28,0,0.0,2.0,0.0
487,2223,2023-02-07 15:55:39,4.1,https://v3054626-frxa5etodygn.demo079.volusion.com/v/template_259.html,34.98.116.161,70,14,0.2,3.0,0.0
488,2226,2023-02-07 15:55:11,1.8,https://signreporteds.start.page/,104.18.25.210,33,0,0.0,2.0,0.0
489,2232,2023-02-07 15:54:37,5.4,http://ssaignzqw.hyperphp.com/,185.27.134.218,30,0,0.0,0.0,0.0
490,2251,2023-02-07 15:53:03,4.0,http://rrrrrrrrrrrrrrrrrr.hyperphp.com/,185.27.134.178,39,0,0.0,0.0,0.0
491,2252,2023-02-07 15:52:55,1.0,http://pgs-wrnngrcvry.rf.gd/,185.27.134.177,28,0,0.0,0.0,0.0
492,2253,2023-02-07 15:52:52,4.5,http://ncosdf.hyperphp.com/,185.27.134.171,27,0,0.0,0.0,0.0
493,2259,2023-02-07 15:52:35,5.0,http://ddddd66666.hyperphp.com/,185.27.134.142,31,5,0.1612903225806451,0.0,0.0
494,2260,2023-02-07 15:52:33,3.5,http://confirmar1.atsnx.com/,185.27.134.136,28,1,0.0357142857142857,0.0,0.0
495,2262,2023-02-07 15:52:31,5.4,http://ce98060.tw1.ru/httpdocs/login/ologin.php,92.53.118.39,47,6,0.1276595744680851,25.0,0.0
496,2265,2023-02-07 15:51:16,5.0,http://143.198.227.120/alk.php,143.198.227.120,30,12,0.4,0.0,0.0
497,2272,2023-02-07 13:55:05,2.0,https://gat.to/u77ti,135.125.212.173,20,2,0.1,25.0,0.0
498,2275,2023-02-07 13:54:32,6.0,https://computertechs.com/log-in/login.php?7a70fcc36634f14a5d83699bdaab6640/40ee5c353dd937d3ca14c6e47dc0126e/7a70fcc36634f14a5d83699bdaab6640/40ee5c353dd937d3ca14c6e47dc0126e/7a70fcc36634f14a5d83699bdaab6640/40ee5c353dd937d3ca14c6e47dc0126e,64.6.254.93,240,117,0.4875,0.0,0.0
499,2288,2023-02-07 13:53:28,3.6,http://computertechs.com/log-in/login.php?7a70fcc36634f14a5d83699bdaab6640/40ee5c353dd937d3ca14c6e47dc0126e/7a70fcc36634f14a5d83699bdaab6640/40ee5c353dd937d3ca14c6e47dc0126e/7a70fcc36634f14a5d83699bdaab6640/40ee5c353dd937d3ca14c6e47dc0126e=,64.6.254.93,240,117,0.4875,0.0,0.0
500,2290,2023-02-07 13:53:23,6.1,http://bancaonline0703.webcindario.com/home.php,5.57.226.202,47,4,0.0851063829787234,1.0,0.0
501,2292,2023-02-07 13:53:17,1.0,http://aktivrorteknikk.no,142.44.249.183,25,0,0.0,24.0,0.0
502,2298,2023-02-07 12:44:32,1.9,https://vz.sarajinihs.edu.bd/,199.19.76.154,29,0,0.0,0.0,0.0
503,2302,2023-02-07 12:44:07,2.6,http://suporte72horas.com,195.178.120.161,25,2,0.08,0.0,0.0
504,2303,2023-02-07 12:43:59,3.2,https://suporte72horas.com/,195.178.120.161,27,2,0.074074074074074,0.0,0.0
505,2311,2023-02-07 12:42:55,2.3,https://okueur.webwave.dev/,185.73.228.142,27,0,0.0,0.0,0.0
506,2314,2023-02-07 12:42:47,1.9,https://myatogov.z8.web.core.windows.net/,20.150.66.225,41,1,0.024390243902439,0.0,6.0
507,2318,2023-02-07 12:42:31,1.4,https://inmaculada.edu.ec/,50.31.174.169,26,0,0.0,0.0,0.0
508,2353,2023-02-07 12:40:17,3.0,https://alert-itau02.webcindario.com/,5.57.226.202,37,2,0.054054054054054,1.0,0.0
509,2371,2023-02-07 12:38:26,1.9,http://195.178.120.161,195.178.120.161,22,12,0.5454545454545454,0.0,0.0
510,2373,2023-02-07 10:08:06,3.9,http://xvvip.work.gd/,20.165.251.250,21,0,0.0,0.0,0.0
511,2376,2023-02-07 10:07:52,4.4,http://www.u1932556.cp.regruhosting.ru/,2a00:f940:2:2:1:4:0:112,39,7,0.1794871794871795,1.0,0.0
512,2377,2023-02-07 10:07:47,3.4,http://www.u1932245.cp.regruhosting.ru/,31.31.198.240,39,7,0.1794871794871795,1.0,0.0
513,2378,2023-02-07 10:07:42,3.9,http://www.u1930783.cp.regruhosting.ru/,31.31.198.230,39,7,0.1794871794871795,17.0,0.0
514,2379,2023-02-07 10:07:40,3.2,http://www.radiovozdoriocacheu.com/wp-includes/jss/js/,213.32.37.233,54,0,0.0,6.0,0.0
515,2384,2023-02-07 10:07:21,6.9,http://www.ndnmag.fr/en/428db5c214867839cfeec37f4992ba68/execution.html,46.182.4.120,71,21,0.2957746478873239,0.0,0.0
516,2385,2023-02-07 10:07:19,6.3,http://www.maintia.com/post/BIbAZTGkMv4478/,102.219.176.81,43,4,0.0930232558139534,25.0,0.0
517,2386,2023-02-07 10:07:17,4.5,http://www.maintia.com/post/,102.219.176.81,28,0,0.0,25.0,0.0
518,2388,2023-02-07 10:07:08,7.5,http://www.gassopereyra.com/.well-known/dkb/authentification/colis=587/credit.php,192.163.221.197,81,3,0.037037037037037,1.0,0.0
519,2389,2023-02-07 10:07:02,5.9,http://www.gassopereyra.com/.well-known/dkb/authentification/colis=587/,192.163.221.197,71,3,0.0422535211267605,1.0,0.0
520,2390,2023-02-07 10:06:59,6.5,http://www.gassopereyra.com/.well-known/dkb/authentification/colis=271/credit.php,192.163.221.197,81,3,0.037037037037037,1.0,0.0
521,2391,2023-02-07 10:06:57,4.4,http://www.gassopereyra.com/.well-known/dkb/authentification/colis=271/,192.163.221.197,71,3,0.0422535211267605,1.0,0.0
522,2392,2023-02-07 10:06:55,6.5,http://www.gassopereyra.com/.well-known/dkb/authentification/colis=174/credit.php,192.163.221.197,81,3,0.037037037037037,1.0,0.0
523,2393,2023-02-07 10:06:51,4.9,http://www.gassopereyra.com/.well-known/dkb/authentification/colis=174/,192.163.221.197,71,3,0.0422535211267605,1.0,0.0
524,2397,2023-02-07 10:06:37,3.9,http://www.au-one.duckdns.org/,162.241.127.227,30,0,0.0,10.0,0.0
525,2399,2023-02-07 10:06:31,3.9,http://whatsappgroupinvitation.easy.co/,2a04:4e42:200::748,39,0,0.0,25.0,0.0
526,2400,2023-02-07 10:06:28,4.4,http://whaitoapp.cc/,172.67.190.179,20,0,0.0,2.0,0.0
527,2401,2023-02-07 10:06:26,3.1,http://webmail.lorenzoanderson.com/roundcubemail/,216.239.133.253,49,0,0.0,1.0,1.0
528,2402,2023-02-07 10:06:24,5.5,http://web.dhl-new-vip1.com/app/web/,2600:9000:2162:3800:1e:8677:3400:93a1,36,1,0.0277777777777777,0.0,0.0
529,2403,2023-02-07 10:06:21,4.4,http://w0y0bz.webwave.dev/lib/w0y0bz/RFQ02062023-ldslhqdl.html,185.73.228.142,62,12,0.1935483870967742,1.0,0.0
530,2404,2023-02-07 10:06:18,2.5,http://vitale-sms-gv.fr/,179.43.154.223,24,0,0.0,0.0,0.0
531,2405,2023-02-07 10:06:16,3.4,http://viral.jawaxchat.eu.org/,20.253.129.34,30,0,0.0,0.0,0.0
532,2407,2023-02-07 10:06:11,1.9,http://verifispagers-59864.click/?lang=ch,103.130.216.191,41,5,0.1219512195121951,0.0,0.0
533,2410,2023-02-07 10:05:54,4.9,http://u1932631.cp.regruhosting.ru/,31.31.198.233,35,7,0.2,1.0,0.0
534,2412,2023-02-07 10:05:49,4.3,http://tinyurl.com/5esfb-pagersconfirmss,104.20.139.65,40,1,0.025,1.0,1.0
535,2417,2023-02-07 10:05:27,4.2,https://www.sginfopass.fr/2023/,62.210.119.184,31,4,0.1290322580645161,2.0,0.0
536,2423,2023-02-07 10:05:01,3.0,https://www.oxfordidiomas.com.br/wp-includes/widgot/login.htm,167.114.86.176,61,0,0.0,0.0,0.0
537,2428,2023-02-07 10:04:44,4.7,https://www.eservicebits.com/landingpages/d20bb990-c39b-46c2-9296-604b875de69a/test-simulation,108.138.106.30,94,22,0.2340425531914893,4.0,0.0
538,2429,2023-02-07 10:04:42,2.9,https://www.elda-cg.tg/wp-content/plugins/revslider/Wells_Fargo/scd.html,154.70.82.246,72,0,0.0,0.0,0.0
539,2430,2023-02-07 10:04:38,4.5,https://www.elda-cg.tg/wp-content/plugins/revslider/Wells_Fargo/processing.html,154.70.82.246,79,0,0.0,0.0,0.0
540,2431,2023-02-07 10:04:36,4.0,https://www.elda-cg.tg/wp-content/plugins/revslider/Wells_Fargo/process.html,154.70.82.246,76,0,0.0,0.0,0.0
541,2432,2023-02-07 10:04:33,4.6,https://www.elda-cg.tg/wp-content/plugins/revslider/Wells_Fargo/email.html,154.70.82.246,74,0,0.0,0.0,0.0
542,2452,2023-02-07 10:03:13,4.3,https://tinyurl.com/5esFB-pagersconfirmss,172.67.1.225,41,1,0.024390243902439,1.0,1.0
543,2454,2023-02-07 10:03:07,7.4,http://stearncomunnty.com/tradeofter/new/7656951702018325,185.149.120.37,57,16,0.2807017543859649,25.0,0.0
544,2455,2023-02-07 10:03:02,1.8,https://syncadapps.work.gd/,185.209.162.107,27,0,0.0,2.0,0.0
545,2463,2023-02-07 10:02:35,6.9,https://steamcomnnumnity.com/glftcard/76656116213782,185.149.120.37,52,14,0.2692307692307692,25.0,10.0
546,2465,2023-02-07 10:02:29,5.9,https://steamcommunlinty.com/profile/86534105614658840,185.149.120.37,54,17,0.3148148148148148,25.0,0.0
547,2469,2023-02-07 10:02:11,2.0,https://solusipeduli.org/inisiatifaqiqah.com/samia/auth/login.php?myaccount,134.209.96.191,75,0,0.0,0.0,2.0
548,2471,2023-02-07 10:01:58,4.8,https://simplymels.net/wp-admin/user/login/index.html,103.25.208.38,53,0,0.0,1.0,0.0
549,2486,2023-02-07 09:59:36,5.6,https://prathameshdhande22.github.io/Neflix-Clone/,2606:50c0:8000::153,50,2,0.04,16.0,3.0
550,2490,2023-02-07 09:59:29,5.6,https://pold.builderallwppro.com/wp-content/plugins/r/tracking/fV5EjH/details.php,65.111.165.109,81,1,0.0123456790123456,0.0,0.0
551,2496,2023-02-07 09:59:07,1.8,https://numersone.onetrostepsert.world/,109.206.243.15,39,0,0.0,0.0,0.0
552,2504,2023-02-07 09:58:41,4.3,https://microsoftuk.co/63d05d9b21c21/5669eb3a84f2b07d21257a64aafd5e1bdaf194ba/,64.191.166.198,78,31,0.3974358974358974,1.0,0.0
553,2516,2023-02-07 09:58:14,5.2,https://kubekcontigo.pl/,5.149.162.132,24,0,0.0,25.0,0.0
554,2517,2023-02-07 09:58:08,4.6,https://kas.talentacademy.co.in/wp-content/themes/YB082IRU/redorctionn.php,104.21.10.95,74,3,0.0405405405405405,2.0,0.0
555,2545,2023-02-07 09:56:22,1.9,https://ing-daten.reverent-banach.185-237-15-118.plesk.page/main/login1/delogin/35.203.255.114/login/,185.237.15.118,101,23,0.2277227722772277,0.0,3.0
556,2546,2023-02-07 09:56:20,1.9,https://ing-daten.reverent-banach.185-237-15-118.plesk.page/main/login1/delogin/35.203.252.115/login/,185.237.15.118,101,23,0.2277227722772277,0.0,3.0
557,2547,2023-02-07 09:56:18,1.9,https://ing-daten.reverent-banach.185-237-15-118.plesk.page/main/login1/delogin/35.203.245.216/login/,185.237.15.118,101,23,0.2277227722772277,0.0,3.0
558,2548,2023-02-07 09:56:16,1.9,https://ing-daten.reverent-banach.185-237-15-118.plesk.page/main/login1/delogin/217.114.218.21/login/,185.237.15.118,101,23,0.2277227722772277,0.0,3.0
559,2549,2023-02-07 09:56:15,1.9,https://ing-daten.reverent-banach.185-237-15-118.plesk.page/main/login1/delogin/194.34.134.147/login/,185.237.15.118,101,23,0.2277227722772277,0.0,3.0
560,2573,2023-02-07 09:55:23,3.9,https://ededwer.ddnss.org/,45.42.203.197,26,0,0.0,25.0,0.0
561,2582,2023-02-07 09:54:58,5.5,https://demo.apstechmart.in/esc/index.php,103.152.79.202,41,0,0.0,1.0,0.0
562,2596,2023-02-07 09:53:42,5.4,https://carcierge.mx/icu/index.html,162.214.69.9,35,0,0.0,19.0,2.0
563,2606,2023-02-07 09:53:17,6.5,https://blmbizola.net/,20.151.84.138,22,0,0.0,1.0,0.0
564,2608,2023-02-07 09:53:14,6.4,https://bet988x.com/,185.90.62.155,20,3,0.15,0.0,0.0
565,2612,2023-02-07 09:53:05,5.7,https://bandocontracting.com/wp/VystarCU/vystarcu.org_/indexx.php,203.28.48.8,65,0,0.0,0.0,0.0
